,Index,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Carrier_Name
552483,1729662,2008,3,10,1,2240,2145,111,25,B6,808,N569JB,151,160,128,46,55,FLL,JFK,1069,8,15,0,N,0,6,0,0,0,40,JetBlue Airways
72465,233298,2008,1,5,6,2202,2015,25,2225,UA,514,N903UA,83,70,47,120,107,ORD,CVG,264,7,29,0,N,0,96,0,13,0,11,United Airlines
254759,814275,2008,2,18,1,1722,1600,1845,1724,UA,119,N399UA,83,84,57,81,82,SFO,LAX,337,8,18,0,N,0,0,0,1,0,80,United Airlines
355540,1118370,2008,2,2,6,929,845,1103,1025,B6,1211,N283JB,94,100,77,38,44,BOS,BUF,396,2,15,0,N,0,3,0,0,0,35,JetBlue Airways
1038335,3478732,2008,6,3,2,925,905,1325,1225,AA,368,N428AA,180,140,144,60,20,DEN,ORD,888,20,16,0,N,0,0,0,60,0,0,American Airlines
713061,2335011,2008,4,17,4,1803,1710,1936,1836,B6,43,N584JB,93,86,75,60,53,ROC,JFK,264,7,11,0,N,0,0,0,7,0,53,JetBlue Airways
181667,594088,2008,1,6,7,942,835,1144,1033,DL,110,N131DN,302,298,272,71,67,ATL,LAX,1946,6,24,0,N,0,67,0,4,0,0,Delta Airlines
707186,2312608,2008,4,24,4,1732,1535,2008,1805,AA,2473,N3DEAA,156,150,123,123,117,MSP,DFW,852,4,29,0,N,0,0,0,7,0,116,American Airlines
210080,670172,2008,2,22,5,1410,1335,1508,1435,WN,35,N683SW,58,60,46,33,35,LBB,DAL,293,3,9,0,N,0,8,0,0,0,25,Southwest Airlines
969729,3245414,2008,6,6,5,828,815,930,910,UA,1157,N434UA,122,115,100,20,13,DFW,DEN,641,11,11,0,N,0,13,0,7,0,0,United Airlines
278902,887973,2008,2,1,5,1843,1810,1939,1910,WN,534,N342SW,56,60,45,29,33,STL,MCI,237,3,8,0,N,0,0,0,0,0,29,Southwest Airlines
699590,2287795,2008,4,4,5,1609,1545,1947,1915,AA,1281,N4YNAA,278,270,249,32,24,BOS,DFW,1562,16,13,0,N,0,21,0,8,0,3,American Airlines
985384,3303523,2008,6,22,7,2207,2135,2226,2158,DL,1643,N934DL,79,83,54,28,32,ATL,MEM,332,4,21,0,N,0,28,0,0,0,0,Delta Airlines
536213,1681217,2008,3,23,7,1643,1535,2140,2025,AA,1116,N574AA,177,170,153,75,68,ONT,DFW,1189,11,13,0,N,0,0,0,7,0,68,American Airlines
587781,1831932,2008,4,15,2,718,645,834,745,WN,519,N685SW,76,60,52,49,33,PHX,LAS,256,3,21,0,N,0,33,0,16,0,0,Southwest Airlines
536860,1683319,2008,3,23,7,2257,2215,2341,2305,AA,1183,N541AA,44,50,30,36,42,DFW,OKC,175,6,8,0,N,0,36,0,0,0,0,American Airlines
282674,901559,2008,2,23,6,826,730,1010,917,DL,1679,N979DL,104,107,82,53,56,RIC,ATL,481,9,13,0,N,0,0,0,53,0,0,Delta Airlines
281304,898183,2008,2,21,4,2007,2000,2214,2158,DL,471,N933DL,127,118,102,16,7,DCA,ATL,547,10,15,0,N,0,0,0,9,0,7,Delta Airlines
149355,489208,2008,1,2,3,2034,2010,1,2325,AA,642,N596AA,147,135,128,36,24,DFW,CMH,927,6,13,0,N,0,24,0,12,0,0,American Airlines
194187,631598,2008,2,10,7,1014,955,1143,1120,WN,1668,N243WN,89,85,71,23,19,SAN,RNO,488,4,14,0,N,0,18,0,4,0,1,Southwest Airlines
731486,2399846,2008,5,6,2,1209,1145,1328,1300,WN,637,N769SW,79,75,64,28,24,ONT,SMF,389,4,11,0,N,0,0,0,4,0,24,Southwest Airlines
400683,1243074,2008,3,23,7,2102,1810,2222,2000,WN,307,N211WN,200,230,189,142,172,MDW,PHX,1444,3,8,0,N,0,3,0,0,0,139,Southwest Airlines
971682,3250178,2008,6,27,5,1855,1741,2049,1932,UA,1473,N497UA,234,231,211,77,74,MCO,DEN,1545,5,18,0,N,0,6,0,3,0,68,United Airlines
186078,611628,2008,2,4,1,1859,1800,2120,2010,WN,278,N435WN,81,70,51,70,59,ONT,PHX,325,10,20,0,N,0,0,0,11,0,59,Southwest Airlines
169359,548783,2008,1,5,6,2006,1940,2237,2218,B6,50,N520JB,151,158,132,19,26,FLL,JFK,1069,2,17,0,N,0,0,0,0,0,19,JetBlue Airways
151816,495731,2008,1,20,7,2004,1930,2112,2030,AA,1012,N3DAAA,68,60,43,42,34,TPA,MIA,204,11,14,0,N,0,0,0,8,0,34,American Airlines
215759,683710,2008,2,26,2,2211,2035,117,2350,WN,367,N292WN,126,135,117,87,96,PHX,TUL,935,2,7,0,N,0,0,0,0,0,87,Southwest Airlines
892578,3021126,2008,6,10,2,1736,1700,1953,1920,WN,3744,N656SW,77,80,59,33,36,MDW,PIT,402,3,15,0,N,0,3,0,0,0,30,Southwest Airlines
711730,2330185,2008,4,9,3,2215,2050,2331,2220,B6,1012,N583JB,76,90,38,71,85,JFK,BOS,187,4,34,0,N,0,0,0,0,0,71,JetBlue Airways
337908,1065920,2008,2,14,4,1327,1255,1623,1600,AA,692,N5BTAA,176,185,155,23,32,MIA,EWR,1086,11,10,0,N,0,9,0,0,0,14,American Airlines
162296,525548,2008,1,20,7,1550,1455,1845,1805,AA,2262,N5DLAA,115,130,94,40,55,EGE,DFW,720,10,11,0,N,0,0,0,0,0,40,American Airlines
914011,3074570,2008,6,26,4,1613,1550,1719,1700,WN,2623,N324SW,66,70,45,19,23,LAS,SAN,258,2,19,0,N,0,19,0,0,0,0,Southwest Airlines
547668,1713420,2008,3,5,3,2139,2110,2241,2207,AS,195,N780AS,62,57,40,34,29,ANC,FAI,261,2,20,0,N,0,29,0,5,0,0,Alaska Airlines
348461,1094041,2008,2,2,6,1833,1815,2000,1935,AA,1943,N593AA,87,80,50,25,18,SFO,LAX,337,11,26,0,N,0,0,0,7,0,18,American Airlines
739298,2425263,2008,5,14,3,1938,1900,2058,2020,WN,1048,N368SW,80,80,66,38,38,DAL,MSY,437,4,10,0,N,0,0,0,0,0,38,Southwest Airlines
649299,2085808,2008,4,2,3,1923,1915,2122,2100,WN,1854,N736SA,239,225,218,22,8,HOU,LAX,1390,13,8,0,N,0,0,0,14,0,8,Southwest Airlines
13850,45182,2008,1,17,4,2101,1935,2346,2230,WN,2982,N240WN,105,115,95,76,86,ABQ,HOU,759,3,7,0,N,0,0,0,0,0,76,Southwest Airlines
200811,647575,2008,2,15,5,1238,1205,1500,1430,WN,2189,N714CB,142,145,130,30,33,MCO,ISP,972,4,8,0,N,0,30,0,0,0,0,Southwest Airlines
869644,2947857,2008,5,30,5,1107,1000,1547,1500,B6,1416,N267JB,160,180,143,47,67,LGB,AUS,1226,4,13,0,N,0,5,0,0,0,42,JetBlue Airways
155987,507969,2008,1,31,4,902,840,1427,1405,AA,1426,N227AA,205,205,184,22,22,SJC,DFW,1438,10,11,0,N,0,22,0,0,0,0,American Airlines
333988,1055468,2008,2,8,5,756,715,1604,1500,AA,202,N5DJAA,308,285,286,64,41,LAX,MIA,2342,10,12,0,N,0,24,0,23,0,17,American Airlines
1037746,3477679,2008,6,27,5,1611,1545,1934,1815,AA,334,N3ASAA,203,150,133,79,26,MIA,DCA,920,14,56,0,N,0,26,0,53,0,0,American Airlines
338365,1067069,2008,2,6,3,1754,1700,2216,2129,AA,744,N411AA,202,209,169,47,54,DFW,LGA,1389,9,24,0,N,0,0,0,16,0,31,American Airlines
67905,221918,2008,1,21,1,1046,946,1643,1600,UA,136,N420UA,237,254,214,43,60,SFO,ORD,1846,13,10,0,N,0,8,0,0,0,35,United Airlines
753194,2463842,2008,5,25,7,2151,2115,2356,2330,WN,6,N687SW,125,135,112,26,36,TPA,CMH,829,4,9,0,N,0,0,0,0,0,26,Southwest Airlines
388633,1216622,2008,3,15,6,2043,1935,2336,2240,WN,1338,N205WN,113,125,91,56,68,MDW,ISP,765,5,17,0,N,0,56,0,0,0,0,Southwest Airlines
572479,1787492,2008,3,14,5,1541,1510,1840,1759,DL,1894,N957DL,179,169,130,41,31,PBI,LGA,1035,26,23,0,N,0,0,0,10,0,31,Delta Airlines
390829,1220937,2008,3,16,7,1355,1330,1512,1435,WN,1568,N242WN,77,65,44,37,25,SNA,LAS,226,25,8,0,N,0,0,0,12,0,25,Southwest Airlines
862520,2917820,2008,5,30,5,1149,1115,1310,1229,AA,2421,N347AA,201,194,174,41,34,DFW,LAX,1235,8,19,0,N,0,34,0,7,0,0,American Airlines
880628,2987184,2008,5,11,7,1958,1950,2138,2121,DL,1252,N382DA,100,91,70,17,8,CVG,BWI,430,8,22,0,N,0,7,0,9,0,1,Delta Airlines
72455,233273,2008,1,7,1,1658,1531,1910,1651,UA,514,N312UA,132,80,53,139,87,DSM,ORD,299,5,74,0,N,0,0,0,92,0,47,United Airlines
810377,2703468,2008,5,28,3,1228,1155,1503,1434,DL,917,N653DL,155,159,115,29,33,LGA,ATL,761,4,36,0,N,0,0,0,0,0,29,Delta Airlines
890126,3015612,2008,6,8,7,2006,1805,2025,1830,WN,1947,N469WN,79,85,66,115,121,TPA,BHM,460,2,11,0,N,0,9,0,0,0,106,Southwest Airlines
867828,2939715,2008,5,15,4,1519,1429,1634,1550,B6,16,N510JB,75,81,44,44,50,JFK,BTV,267,5,26,0,N,0,1,0,0,0,43,JetBlue Airways
737868,2420453,2008,5,12,1,1838,1815,1947,1930,WN,1485,N489WN,69,75,52,17,23,SAN,PHX,304,4,13,0,N,0,1,0,0,0,16,Southwest Airlines
406125,1257318,2008,3,27,4,1612,1600,1736,1715,WN,125,N222WN,84,75,42,21,12,PHL,PVD,238,5,37,0,N,0,8,0,9,0,4,Southwest Airlines
196080,637214,2008,2,12,2,1522,1430,1624,1525,WN,1577,N349SW,62,55,38,59,52,MCI,TUL,223,3,21,0,N,0,0,0,7,0,52,Southwest Airlines
744051,2438801,2008,5,18,7,1542,1505,1809,1735,WN,2812,N481WN,147,150,133,34,37,HOU,MDW,937,2,12,0,N,0,34,0,0,0,0,Southwest Airlines
724082,2372594,2008,4,4,5,2308,2015,124,2240,DL,115,N6706Q,316,325,290,164,173,ATL,SFO,2139,6,20,0,N,0,0,60,0,0,104,Delta Airlines
549026,1718947,2008,3,18,2,653,645,1003,948,AS,423,N648AS,190,183,157,15,8,SNA,SEA,978,7,26,0,N,0,8,0,7,0,0,Alaska Airlines
264795,841307,2008,2,29,5,2226,2115,48,2346,UA,1230,N905UA,82,91,67,62,71,ORD,BUF,473,3,12,0,N,0,62,0,0,0,0,United Airlines
532186,1670675,2008,3,24,1,2015,1900,2256,2155,AA,597,N436AA,161,175,137,61,75,ORD,SAT,1041,6,18,0,N,0,57,0,0,0,4,American Airlines
150044,491110,2008,1,18,5,1825,1745,1935,1850,AA,719,N3AYAA,70,65,39,45,40,MIA,TPA,204,3,28,0,N,0,12,0,5,0,28,American Airlines
76090,242442,2008,1,27,7,1520,1505,1721,1630,UA,844,N537UA,121,85,60,51,15,SFO,LAX,337,18,43,0,N,0,0,0,36,0,15,United Airlines
77929,246778,2008,1,8,2,800,753,941,918,UA,1148,N430UA,101,85,67,23,7,LAX,SFO,337,8,26,0,N,0,7,0,16,0,0,United Airlines
887917,3010167,2008,6,7,6,2116,1955,2256,2130,WN,163,N435WN,160,155,142,86,81,DEN,OAK,957,5,13,0,N,0,0,0,5,0,81,Southwest Airlines
279683,891248,2008,2,15,5,2128,2045,2347,2325,DL,1066,N935DL,139,160,117,22,43,MCO,JFK,944,9,13,0,N,0,0,0,0,0,22,Delta Airlines
355559,1118452,2008,2,2,6,1923,1715,2209,2020,B6,511,N550JB,166,185,148,109,128,EWR,FLL,1065,2,16,0,N,0,109,0,0,0,0,JetBlue Airways
472898,1484594,2008,3,19,3,1724,1705,1921,1903,DL,75,N752AT,297,298,269,18,19,ATL,LAX,1946,6,22,0,N,0,0,18,0,0,0,Delta Airlines
787152,2609066,2008,5,8,4,2324,2155,107,2343,UA,130,N305UA,43,48,25,84,89,ORD,GRR,137,4,14,0,N,0,84,0,0,0,0,United Airlines
7663,14961,2008,1,7,1,1637,1545,1743,1650,WN,1252,N656SW,66,65,56,53,52,SMF,BUR,358,5,5,0,N,0,8,0,1,0,44,Southwest Airlines
966915,3239120,2008,6,7,6,2017,1950,2202,2125,UA,761,N531UA,165,155,145,37,27,DEN,SFO,967,9,11,0,N,0,0,0,15,0,22,United Airlines
23890,74119,2008,1,25,5,1607,1540,1813,1750,WN,2271,N281WN,66,70,48,23,27,SAN,PHX,304,9,9,0,N,0,0,0,0,0,23,Southwest Airlines
412242,1270644,2008,3,31,1,2115,1755,2211,1855,WN,662,N434WN,56,60,44,196,200,RNO,SJC,188,4,8,0,N,0,1,0,0,0,195,Southwest Airlines
862277,2917104,2008,5,13,2,2125,2100,2332,2310,AA,2376,N575AA,127,130,111,22,25,DFW,ORD,802,8,8,0,N,0,0,0,0,0,22,American Airlines
541925,1697244,2008,3,8,6,1838,1800,2110,2035,AA,1719,N530AA,212,215,183,35,38,BWI,DFW,1217,15,14,0,N,0,0,0,0,0,35,American Airlines
958001,3218446,2008,6,15,7,1704,1646,1747,1730,UA,127,N371UA,103,104,80,17,18,BUF,ORD,473,14,9,0,N,0,0,0,3,0,14,United Airlines
530272,1665228,2008,3,30,7,1942,1800,2128,1950,AA,376,N531AA,166,170,136,98,102,JAX,DFW,919,17,13,0,N,0,8,0,0,0,90,American Airlines
1041471,3486818,2008,6,21,6,1648,1640,1803,1745,AA,698,N555AA,75,65,46,18,8,DFW,SAT,247,9,20,0,N,0,0,0,10,0,8,American Airlines
789938,2618084,2008,5,7,3,1114,1009,1618,1520,UA,410,N935UA,184,191,165,58,65,DEN,CLT,1337,4,15,0,N,0,58,0,0,0,0,United Airlines
185120,609622,2008,2,4,1,2308,2125,49,2305,WN,3051,N258WN,101,100,86,104,103,BNA,MCI,491,5,10,0,N,0,0,0,1,0,103,Southwest Airlines
694356,2270380,2008,4,29,2,1337,1245,1648,1605,AA,490,N400AA,131,140,111,43,52,DFW,JAX,919,4,16,0,N,0,39,0,0,0,4,American Airlines
474759,1490316,2008,3,23,7,2143,2136,2242,2223,DL,1189,N913DL,119,107,80,19,7,ATL,STL,483,5,34,0,N,0,7,0,12,0,0,Delta Airlines
256084,817879,2008,2,25,1,1257,1200,1424,1338,UA,259,N529UA,147,158,126,46,57,ORD,DEN,888,9,12,0,N,0,0,0,0,0,46,United Airlines
201990,650446,2008,2,16,6,1459,1440,1542,1525,WN,2712,N412WN,103,105,81,17,19,MCI,DEN,533,6,16,0,N,0,17,0,0,0,0,Southwest Airlines
577152,1798523,2008,4,5,6,1057,1030,1544,1520,WN,1037,N768SW,167,170,147,24,27,PHX,MSY,1301,4,16,0,N,0,21,0,0,0,3,Southwest Airlines
458020,1429323,2008,3,5,3,932,909,1046,1018,UA,1203,N424UA,134,129,115,28,23,DEN,PSP,776,3,16,0,N,0,0,0,5,0,23,United Airlines
1042219,3488701,2008,6,2,1,2125,2105,27,2335,AA,791,N3CJAA,242,210,190,52,20,LGA,DFW,1389,7,45,0,N,0,9,0,32,0,11,American Airlines
586699,1826901,2008,4,14,1,2117,2025,40,2210,WN,606,N351SW,203,105,162,150,52,HOU,BNA,670,32,9,0,N,0,52,0,98,0,0,Southwest Airlines
67500,221032,2008,1,12,6,1408,1315,1647,1614,UA,104,N335UA,99,119,84,33,53,ORD,ALB,723,2,13,0,N,0,5,0,0,0,28,United Airlines
453119,1414473,2008,3,18,2,1048,1042,1200,1115,UA,539,N302UA,132,93,60,45,6,CLE,ORD,316,5,67,0,N,0,0,0,45,0,0,United Airlines
745073,2441548,2008,5,19,1,2240,2120,100,2350,WN,2276,N208WN,140,150,126,70,80,BWI,FLL,925,5,9,0,N,0,3,0,0,0,67,Southwest Airlines
359026,1129435,2008,2,22,5,2207,2110,43,15,B6,199,N606JB,336,365,298,28,57,JFK,LAS,2248,7,31,0,N,0,0,0,0,0,28,JetBlue Airways
537116,1683921,2008,3,20,4,1843,1355,2311,1840,AA,1202,N4WSAA,148,165,125,271,288,LAS,DFW,1055,4,19,0,N,0,7,0,0,0,264,American Airlines
159721,518210,2008,1,23,3,1719,1535,1953,1815,AA,1835,N4WDAA,274,280,254,98,104,ORD,SFO,1846,4,16,0,N,0,37,9,0,0,52,American Airlines
379355,1193209,2008,3,8,6,1141,1055,1346,1325,WN,1023,N663SW,125,150,100,21,46,MCO,PHL,861,10,15,0,N,0,0,0,10,0,11,Southwest Airlines
214809,681016,2008,2,25,1,1808,1740,1857,1840,WN,1151,N428WN,49,60,35,17,28,TPA,FLL,197,2,12,0,N,0,0,0,0,0,17,Southwest Airlines
200535,646970,2008,2,15,5,1805,1710,1927,1840,WN,815,N318SW,82,90,68,47,55,IND,BWI,515,3,11,0,N,0,44,0,0,0,3,Southwest Airlines
807660,2689781,2008,5,2,5,1300,1230,1541,1515,WN,205,N339SW,161,165,148,26,30,PBI,ISP,1052,4,9,0,N,0,3,0,0,0,23,Southwest Airlines
91711,296154,2008,1,1,2,2015,1950,2156,2135,WN,49,N519SW,101,105,86,21,25,HOU,BNA,670,5,10,0,N,0,3,0,0,0,18,Southwest Airlines
848147,2876060,2008,5,26,1,1641,1220,1835,1355,AA,520,N636AA,114,95,84,280,261,DFW,STL,551,5,25,0,N,0,143,0,19,0,118,American Airlines
853202,2891036,2008,5,2,5,1937,1905,2040,2015,AA,1203,N3CSAA,183,190,169,25,32,DFW,SNA,1205,4,10,0,N,0,9,0,0,0,16,American Airlines
282035,900045,2008,2,22,5,1932,1859,2115,2044,DL,1196,N934DL,103,105,65,31,33,ATL,PIT,526,8,30,0,N,0,0,0,0,0,31,Delta Airlines
969977,3245931,2008,6,27,5,1643,1623,1840,1821,UA,1176,N902UA,117,118,95,19,20,SFO,SEA,679,7,15,0,N,0,0,0,1,0,18,United Airlines
972288,3251889,2008,6,13,5,1748,1647,2054,1857,UA,1545,N495UA,246,190,207,117,61,FLL,ORD,1182,5,34,0,N,0,61,0,56,0,0,United Airlines
77689,246169,2008,1,6,7,1949,1855,2219,2123,UA,1124,N333UA,90,88,71,56,54,DEN,OKC,495,5,14,0,N,0,0,0,4,0,52,United Airlines
336470,1062127,2008,2,27,3,752,730,1134,1110,AA,513,N5ETAA,162,160,148,24,22,TPA,SJU,1237,5,9,0,N,0,22,0,2,0,0,American Airlines
378383,1191094,2008,3,7,5,1919,1615,2039,1745,WN,1752,N627SW,80,90,69,174,184,RNO,PDX,444,2,9,0,N,0,0,0,0,0,174,Southwest Airlines
390790,1220869,2008,3,16,7,2132,2115,2254,2235,WN,1933,N796SW,82,80,65,19,17,SMF,LAS,397,9,8,0,N,0,0,0,2,0,17,Southwest Airlines
695402,2273756,2008,4,30,3,1410,1355,1743,1710,AA,651,N610AA,213,195,171,33,15,BOS,MIA,1258,31,11,0,N,0,15,0,18,0,0,American Airlines
531333,1668286,2008,3,27,4,1117,1100,1306,1220,AA,493,N563AA,229,200,184,46,17,DFW,BUR,1231,7,38,0,N,0,17,0,29,0,0,American Airlines
1044103,3493182,2008,6,9,1,1345,1305,1437,1350,AA,1063,N465AA,172,165,149,47,40,DFW,LAS,1055,7,16,0,N,0,40,0,7,0,0,American Airlines
212813,675882,2008,2,24,7,1106,1025,1647,1620,WN,2885,N244WN,221,235,199,27,41,LAX,MDW,1750,6,16,0,N,0,4,0,0,0,23,Southwest Airlines
569831,1778333,2008,3,7,5,1433,1405,1819,1757,DL,1772,N955DL,166,172,146,22,28,MSY,LGA,1183,9,11,0,N,0,2,0,0,0,20,Delta Airlines
349873,1097990,2008,2,16,6,1256,1150,1640,1520,AA,2236,N287AA,164,150,142,80,66,SLC,DFW,988,7,15,0,N,0,2,0,14,0,64,American Airlines
346044,1087752,2008,2,11,1,1039,900,1410,1245,AA,1678,N625AA,151,165,137,85,99,DFW,BWI,1217,4,10,0,N,0,85,0,0,0,0,American Airlines
533461,1674016,2008,3,1,6,1221,1130,1706,1615,AA,744,N431AA,165,165,140,51,51,PSP,DFW,1126,10,15,0,N,0,11,0,0,0,40,American Airlines
553431,1733194,2008,3,16,7,2118,2055,48,5,B6,11,N625JB,210,190,141,43,23,JFK,FLL,1069,2,67,0,N,0,0,0,20,0,23,JetBlue Airways
698197,2282812,2008,4,20,7,613,600,834,805,AA,1107,N3CHAA,201,185,166,29,13,DCA,DFW,1192,21,14,0,N,0,13,0,16,0,0,American Airlines
865862,2929929,2008,5,26,1,2008,1910,2111,2012,AS,69,N755AS,123,122,95,59,58,SEA,KTN,680,2,26,0,N,0,58,0,1,0,0,Alaska Airlines
347946,1092809,2008,2,3,7,1354,1335,1540,1440,AA,1886,N061AA,106,65,38,60,19,MIA,MCO,193,17,51,0,N,0,19,0,41,0,0,American Airlines
863041,2918983,2008,5,27,2,1623,1545,2119,2050,AA,2474,N4YFAA,176,185,151,29,38,LAX,DFW,1235,10,15,0,N,0,1,0,0,0,28,American Airlines
571427,1782900,2008,3,11,2,2146,2120,2354,2330,DL,1142,N699DL,248,250,205,24,26,ATL,SLC,1589,4,39,0,N,0,24,0,0,0,0,Delta Airlines
868932,2943880,2008,5,23,5,800,750,1050,1004,B6,125,N517JB,290,254,236,46,10,JFK,DEN,1626,7,47,0,N,0,10,0,36,0,0,JetBlue Airways
171290,557169,2008,1,21,1,1211,825,1546,1150,B6,1147,N247JB,215,205,175,236,226,BTV,MCO,1195,7,33,0,N,0,226,0,10,0,0,JetBlue Airways
335115,1058269,2008,2,12,2,1914,1640,2320,1955,AA,358,N447AA,186,135,109,205,154,ORD,LGA,733,60,17,0,N,0,53,20,51,0,81,American Airlines
847173,2873201,2008,5,4,7,953,930,1040,1025,AA,421,N3ASAA,47,55,33,15,23,DFW,AUS,190,4,10,0,N,0,15,0,0,0,0,American Airlines
475517,1494399,2008,3,26,3,1535,1505,1831,1803,DL,1451,N398DA,176,178,159,28,30,BDL,TPA,1111,5,12,0,N,0,28,0,0,0,0,Delta Airlines
851118,2884632,2008,5,3,6,2146,2105,38,2345,AA,972,N639AA,352,340,320,53,41,MIA,LAX,2342,5,27,0,N,0,0,0,53,0,0,American Airlines
408644,1263155,2008,3,29,6,1333,1300,1523,1505,WN,3350,N394SW,230,245,219,18,33,MCO,ABQ,1552,4,7,0,N,0,18,0,0,0,0,Southwest Airlines
70312,227864,2008,1,23,3,907,843,1035,1015,UA,355,N513UA,148,152,133,20,24,BDL,ORD,783,4,11,0,N,0,20,0,0,0,0,United Airlines
573158,1788735,2008,3,16,7,2046,1840,129,2221,DL,73,N3759,463,401,386,188,126,JFK,SFO,2586,6,71,0,N,0,0,0,62,0,126,Delta Airlines
93995,300021,2008,1,2,3,2318,2110,23,2225,WN,1973,N425LV,65,75,51,118,128,MDW,BNA,395,4,10,0,N,0,60,0,0,0,58,Southwest Airlines
456265,1423746,2008,3,20,4,1230,1152,1310,1230,UA,859,N935UA,100,98,82,40,38,OMA,DEN,472,10,8,0,N,0,0,0,2,0,38,United Airlines
353864,1112205,2008,2,16,6,2109,2040,2336,2306,AS,453,N760AS,147,146,125,30,29,LAX,PDX,834,4,18,0,N,0,29,0,1,0,0,Alaska Airlines
538592,1688245,2008,3,30,7,2247,2045,156,2355,AA,1354,N532AA,129,130,110,121,122,DFW,JAX,919,7,12,0,N,0,2,0,0,0,119,American Airlines
255761,817057,2008,2,6,3,1424,1305,2153,2045,UA,236,N578UA,269,280,251,68,79,SAN,IAD,2253,7,11,0,N,0,0,0,0,0,68,United Airlines
918023,3086006,2008,6,29,7,1614,1505,1733,1630,WN,2700,N791SW,79,85,60,63,69,SLC,DEN,391,8,11,0,N,0,56,0,0,0,7,Southwest Airlines
454992,1419910,2008,3,28,5,849,835,1153,1127,UA,708,N308UA,124,112,96,26,14,DEN,DFW,641,5,23,0,N,0,14,0,12,0,0,United Airlines
789200,2615966,2008,5,2,5,1410,1203,1613,1423,UA,355,N422UA,243,260,223,110,127,ORD,SEA,1721,3,17,0,N,0,0,0,0,0,110,United Airlines
651501,2094423,2008,4,21,1,1901,1840,2126,2109,DL,928,N634DL,145,149,111,17,21,ATL,LGA,761,11,23,0,N,0,0,0,17,0,0,Delta Airlines
536351,1681621,2008,3,5,3,842,835,1448,1420,AA,1126,N621AA,246,225,199,28,7,DEN,MIA,1709,7,40,0,N,0,0,7,21,0,0,American Airlines
386657,1212982,2008,3,14,5,1900,1735,141,45,WN,1916,N769SW,221,250,206,56,85,LAS,PIT,1910,6,9,0,N,0,10,0,0,0,46,Southwest Airlines
351341,1101205,2008,2,8,5,1242,1210,1752,1715,AA,2442,N381AA,190,185,149,37,32,LAX,DFW,1235,26,15,0,N,0,14,0,5,0,18,American Airlines
533486,1674066,2008,3,19,3,1418,1330,1731,1630,AA,745,N3DGAA,253,240,208,61,48,LGA,DFW,1389,13,32,0,N,0,0,9,13,0,39,American Airlines
742270,2432951,2008,5,16,5,1325,1245,1938,1845,WN,1256,N686SW,253,240,235,53,40,LAX,MDW,1750,4,14,0,N,0,11,0,13,0,29,Southwest Airlines
863869,2922457,2008,5,8,4,1146,1130,1359,1335,AS,344,N647AS,133,125,100,24,16,SEA,OAK,671,6,27,0,N,0,0,0,8,0,16,Alaska Airlines
635514,2028989,2008,4,6,7,633,600,946,914,UA,812,N366UA,133,134,111,32,33,GEG,DEN,836,4,18,0,N,0,32,0,0,0,0,United Airlines
1042160,3488593,2008,6,14,6,2229,2205,2313,2255,AA,785,N214AA,44,50,30,18,24,DFW,AUS,190,5,9,0,N,0,18,0,0,0,0,American Airlines
958548,3219627,2008,6,21,6,1902,1836,2046,2027,UA,165,N928UA,224,231,203,19,26,RDU,DEN,1436,6,15,0,N,0,0,0,19,0,0,United Airlines
533380,1673869,2008,3,9,7,1608,1320,1654,1420,AA,740,N201AA,46,60,34,154,168,OKC,DFW,175,3,9,0,N,0,0,0,0,0,154,American Airlines
260221,829317,2008,2,17,7,1822,1640,1919,1758,UA,625,N308UA,117,138,101,81,102,DCA,ORD,612,4,12,0,N,0,81,0,0,0,0,United Airlines
958386,3219276,2008,6,3,2,2050,2041,2336,2312,UA,155,N670UA,286,271,259,24,9,ORD,SFO,1846,4,23,0,N,0,9,0,15,0,0,United Airlines
740232,2428374,2008,5,15,4,2244,2125,2356,2245,WN,807,N405WN,72,80,59,71,79,BUR,PHX,369,3,10,0,N,0,12,0,0,0,59,Southwest Airlines
534158,1675602,2008,3,28,5,1446,1420,1704,1640,AA,819,N3CKAA,198,200,180,24,26,DCA,DFW,1192,5,13,0,N,0,24,0,0,0,0,American Airlines
358640,1128115,2008,2,20,3,1832,1805,2115,2100,B6,527,N552JB,163,175,136,15,27,EWR,MCO,938,6,21,0,N,0,0,0,0,0,15,JetBlue Airways
472588,1483465,2008,3,18,2,2017,1940,2223,2206,DL,528,N6716C,126,146,96,17,37,ATL,LGA,761,14,16,0,N,0,0,0,0,0,17,Delta Airlines
185554,610469,2008,2,4,1,51,1910,306,2105,WN,2885,N416WN,135,115,89,361,341,IND,JAX,688,11,35,0,N,0,318,0,20,0,23,Southwest Airlines
454517,1418609,2008,3,28,5,1212,700,1424,836,UA,669,N514UA,192,156,149,348,312,LGA,ORD,733,10,33,0,N,0,312,0,36,0,0,United Airlines
857919,2904768,2008,5,22,4,2100,2015,19,2315,AA,1709,N3AWAA,199,180,159,64,45,LGA,MIA,1097,15,25,0,N,0,0,0,19,0,45,American Airlines
